Pearl Jam,Versions,File Type,,
"2-23-2003 / Perth, Australia / Burswood Dome",SBD,FLAC,Official Bootleg,Australia/Japan Leg
"2-28-2003 / Sendai, Japan / Izumity 21",SBD,FLAC,Official Bootleg,Australia/Japan Leg
"3-1-2003 / Yokohama, Japan / Pacifico Yokohama",SBD,FLAC,Official Bootleg,Australia/Japan Leg
"3-3-2003 / Tokyo, Japan / Nippon Budokan",SBD,FLAC,Official Bootleg,Australia/Japan Leg
"3-3-2003 / Tokyo, Japan / Nippon Budokan - VHS(1)",AUD,DVD,,Australia/Japan Leg
"3-4-2003 / Osaka, Japan / Kosei Nenkin Kaika",SBD,FLAC,Official Bootleg,Australia/Japan Leg
"3-6-2003 / Nagoya, Japan / Nagoyashi, Kokaido",SBD,FLAC,Official Bootleg,Australia/Japan Leg
"4-1-2003 / Denver, CO / Pepsi Center",SBD,FLAC,Official Bootleg,North America Leg 1
"4-3-2003 / Oklahoma City, OK / Ford Center",SBD,FLAC,Official Bootleg,North America Leg 1
"4-5-2003 / San Antonio, TX / Verizon Wireless Amphitheater",SBD,FLAC,Official Bootleg,North America Leg 1
"4-6-2003 / The Woodlands, TX / Cynthia Woods Mitchell Pavilion",SBD,FLAC,Official Bootleg,North America Leg 1
"4-8-2003 / New Orleans, LA / UNO Lakefront Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"4-8-2003 / New Orleans, LA / UNO Lakefront Arena - AUD(M)",AUD,DVD,,North America Leg 1
"4-9-2003 / Pelham, AL / Oak Mountain Amphitheatre",SBD,FLAC,Official Bootleg,North America Leg 1
"4-11-2003 / West Palm Beach, FL / Sound Advice Amphitheater",SBD,FLAC,Official Bootleg,North America Leg 1
"4-11-2003 / West Palm Beach, FL / Sound Advice Amphitheater",AUD,DVD,,North America Leg 1
"4-12-2003 / Lake Buena Vista, FL / House of Blues",SBD,FLAC,,North America Leg 1
"4-12-2003 / Lake Buena Vista, FL / House of Blues (SBD + DPA 4061) (2 source mix)",MIX,FLAC,,North America Leg 1
"4-12-2003 / Lake Buena Vista, FL / House of Blues",PRO,DVD,,North America Leg 1
"4-13-2003 / Tampa, FL / St. Pete Times Forum",SBD,FLAC,Official Bootleg,North America Leg 1
"4-13-2003 / Tampa, FL / St. Pete Times Forum - DV(M)",AUD,DVD,,North America Leg 1
"4-15-2003 / Raleigh, NC / Alltel Pavilion at Walnut Creek",SBD,FLAC,Official Bootleg,North America Leg 1
"4-16-2003 /  Charlotte, NC / Verizon Wireless Amphitheatre",SBD,FLAC,Official Bootleg,North America Leg 1
"4-18-2003 / Antioch, TN / AmSouth Amphitheatre",SBD,FLAC,Official Bootleg,North America Leg 1
"4-19-2003 / Atlanta, GA / HiFi Buys Amphitheatre",SBD,FLAC,Official Bootleg,North America Leg 1
"4-21-2003 / Lexington, KY / Rupp Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"4-22-2003 / St. Louis, MO / Savvis Center",SBD,FLAC,Official Bootleg,North America Leg 1
"4-23-2003 / Champaign, IL / Assembly Hall",SBD,FLAC,Official Bootleg,North America Leg 1
"4-25-2003 / Cleveland, OH / Gund Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"4-26-2003 / Pittsburgh, PA / Mellon Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"4-28-2003 / Philadelphia, PA / First Union Spectrum",SBD,FLAC,Official Bootleg,North America Leg 1
"4-28-2003 / Philadelphia, PA / First Union Spectrum",AUD,DVD,,North America Leg 1
"4-29-2003 / Albany, NY / Pepsi Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"4-29-2003 / Albany, NY / Pepsi Arena",AUD,DVD,,North America Leg 1
"4-30-2003 / Uniondale, NY / Nassau Coliseum",SBD,FLAC,Official Bootleg,North America Leg 1
"4-30-2003 / Uniondale, NY / Nassau Coliseum",AUD,DVD,,North America Leg 1
"5-2-2003 / Buffalo, NY / HSBC Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"5-2-2003 / Buffalo, NY / HSBC Arena - Digital8(M)",AUD,DVD,,North America Leg 1
"5-3-2003 / University Park, PA / Bryce Jordan Center",SBD,FLAC,Official Bootleg,North America Leg 1
"5-28-2003 / Missoula, MT / Adams Fieldhouse, University of Montana-Missoula",SBD,FLAC,Official Bootleg,North America Leg 2
"5-30-2003 / Vancouver, BC, Canada / GM Place",SBD,FLAC,Official Bootleg,North America Leg 2
"5-30-2003 / Vancouver, BC, Canada / GM Place",AUD,DVD,,North America Leg 2
"6-1-2003 / Mountain View, CA / Shoreline Amphitheatre",SBD,FLAC,Official Bootleg,North America Leg 2
"6-2-2003 / Irvine, CA / Verizon Wireless Amphitheatre",SBD,FLAC,Official Bootleg,North America Leg 2
"6-2-2003 / Irvine, CA / Verizon Wireless Amphitheatre - AUD(M)",AUD,DVD,,North America Leg 2
"6-3-2003 / Irvine, CA / Verizon Wireless Amphitheatre",SBD,FLAC,Official Bootleg,North America Leg 2
"6-3-2003 / Irvine, CA / Verizon Wireless Amphitheatre - AUD(M)",AUD,DVD,,North America Leg 2
"6-5-2003 / San Diego, CA / San Diego Sports Arena",SBD,FLAC,Official Bootleg,North America Leg 2
"6-5-2003 / San Diego, CA / San Diego Sports Arena - AUD(M)",AUD,DVD,,North America Leg 2
"6-6-2003 / Las Vegas, NV / MGM Grand Arena",SBD,FLAC,Official Bootleg,North America Leg 2
"6-6-2003 / Las Vegas, NV / MGM Grand Arena - AUD(M)",AUD,DVD,,North America Leg 2
"6-7-2003 / Phoenix, AZ / Cricket Pavilion",SBD,FLAC,Official Bootleg,North America Leg 2
"6-9-2003 / Dallas, TX / Smirnoff Music Centre",SBD,FLAC,Official Bootleg,North America Leg 2
"6-10-2003 / Little Rock, AR / Alltel Arena",SBD,FLAC,Official Bootleg,North America Leg 2
"6-10-2003 / Little Rock, AR / Alltel Arena - AUD(M)",AUD,DVD,,North America Leg 2
"6-12-2003 / Bonner Springs, KS / Verizon Wireless Amphitheater",SBD,FLAC,Official Bootleg,North America Leg 2
"6-13-2003 / Council Bluffs, IA / Mid-America Center",SBD,FLAC,Official Bootleg,North America Leg 2
"6-15-2003 / Fargo, ND / Fargodome",SBD,FLAC,Official Bootleg,North America Leg 2
"6-16-2003 / Saint Paul, MN / Xcel Energy Center",SBD,FLAC,Official Bootleg,North America Leg 2
"6-18-2003 / Chicago, IL / United Center",SBD,FLAC,Official Bootleg,North America Leg 2
"6-18-2003 / Chicago, IL / United Center - AUD(M)",AUD,DVD,,North America Leg 2
"6-21-2003 / East Troy, WI / Alpine Valley Music Theater",SBD,FLAC,Official Bootleg,North America Leg 2
"6-22-2003 / Noblesville, IN / Verizon Wireless Music Center",SBD,FLAC,Official Bootleg,North America Leg 2
"6-22-2003 / Noblesville, IN / Verizon Wireless Music Center - AUD(M)",AUD,DVD,,North America Leg 2
"6-24-2003 / Columbus, OH / Polaris Amphitheater",SBD,FLAC,Official Bootleg,North America Leg 2
"6-25-2003 / Clarkston, MI / DTE Energy Music Theatre",SBD,FLAC,Official Bootleg,North America Leg 2
"6-26-2003 /  Clarkston, MI / DTE Energy Music Theatre",SBD,FLAC,Official Bootleg,North America Leg 2
"6-28-2003 / Toronto, Canada / Molson Amphitheatre",SBD,FLAC,Official Bootleg,North America Leg 2
"6-28-2003 / Toronto, Ontario / Molson Amphitheatre (includes Soundcheck, EV solo and Buzzcocks) (CSB)",AUD,FLAC,,
"6-29-2003 / Montreal, Quebec / Bell Centre",SBD,FLAC,Official Bootleg,North America Leg 2
"7-1-2003 / Bristow, VA / Nissan Pavilion",SBD,FLAC,Official Bootleg,North America Leg 2
"7-2-2003 / Mansfield, MA / Tweeter Center Boston",SBD,FLAC,Official Bootleg,North America Leg 2
"7-3-2003 / Mansfield, MA / Tweeter Center Boston",SBD,FLAC,Official Bootleg,North America Leg 2
"7-5-2003 / Camden, NJ / Camden, NJ / Tweeter Center at the Waterfront",SBD,FLAC,Official Bootleg,North America Leg 2
"7-5-2003 / Camden, NJ / Camden, NJ / Tweeter Center at the Waterfront (Master)",PRO,DVD,,North America Leg 2
"7-6-2003 / Camden, NJ / Tweeter Center at the Waterfront",SBD,FLAC,Official Bootleg,North America Leg 2
"7-6-2003 / Camden, NJ / Tweeter Center at the Waterfront (Master)",PRO,DVD,,North America Leg 2
"7-8-2003 / New York, NY / Madison Square Garden",SBD,FLAC,Official Bootleg,North America Leg 2
"7-9-2003 / New York, NY / Madison Square Garden",SBD,FLAC,Official Bootleg,North America Leg 2
"7-9-2003 / New York, NY / Madison Square Garden - MiniDV(M)",AUD,DVD,,North America Leg 2
"7-11-2003 / Mansfield, MA / Tweeter Center",SBD,FLAC,Official Bootleg,North America Leg 2
"7-12-2003 / Hershey, PA / Hershey Stadium",SBD,FLAC,Official Bootleg,North America Leg 2
"7-12-2003 / Hershey, PA / Hershey Stadium",AUD,DVD,,North America Leg 2
"7-14-2003 / Holmdel, NJ / PNC Bank Arts Center",SBD,FLAC,Official Bootleg,North America Leg 2
"7-17-2003 / Mexico City, Mexico / Palacio de los Deportes",SBD,FLAC,Official Bootleg,North America Leg 2
"7-18-2003 / Mexico City, Mexico / Palacio de los Deportes",SBD,FLAC,Official Bootleg,North America Leg 2
"7-19-2003 / Mexico City, Mexico / Palacio de los Deportes",SBD,FLAC,Official Bootleg,North America Leg 2
"7-19-2003 / Mexico City, Mexico / Palacio de los Deportes (jahrastafari)",PRO,DVD,,North America Leg 2
"7-12-2003 / Hershey, PA / Hershey Stadium - Sony MiniDV(M)",MIX,FLAC,,
"10-22-2003 / Seattle, WA - Benaroya Hall - AUD(M) (team dz)",AUD,DVD,,
"10-25-2003 / Mountain View, CA / Shoreline Amphitheatre / 17th Annual Bridge School Benefit (Schoeps)",AUD,FLAC,,
"10-(25+26)-2003 / Mountain View, CA / Shoreline Amphitheatre - DV(M)",AUD,DVD,,
"10-26-2003 / Mountain View, CA / Shoreline Amphitheatre / 17th Annual Bridge School Benefit (Schoeps)",AUD,FLAC,,
"10-28-2003 / Santa Barbera, CA / County Bowl (Louis Warschaw Cancer Benefit) (Schoeps)",AUD,FLAC,,
"10-28-2003 / Santa Barbera, CA / County Bowl (Louis Warschaw Cancer Benefit) - AUD(M)",AUD,DVD,,
,,,,
[2004],,,,
"4-9-2004 / Seattle, WA / Westin Hotel (unk)",AUD,FLAC,,
"9-24-2004 / Seattle, WA / The Showbox (Schoeps)",AUD,FLAC,,
"9-28-2004 / Boston, MA / Fleet Center (Schoeps CMC6/mk4)",AUD,FLAC,,
"9-29-2004 / Boston, MA / Fleet Center (Schoeps)",AUD,FLAC,,
"9-29-2004 / Boston, MA / Fleet Center",AUD,DVD,,
"9-29-2004 / Boston, MA / Fleet Center (2 cam mix)",AUD,DVD,,
"9-30-2004  / Manhattan, NYC / Ed Sullivan Theatre - Late Show with David Letterman (leehro)",TV,FLAC,,
"10-1-2004 / Reading, PA / Sovereign Center *VFC Reading (SV070) (Geffel M20-pre set / Schoeps-main set) (mafia + cps)",AUD,FLAC,,
"10-1-2004 / Reading, PA / Sovereign Center - AUD(M)",AUD,DVD,,
"10-2-2004 / Toledo, OH / Toledo Sports Arena (CSB) (z-man)",AUD,FLAC,,
"10-2-2004 / Toledo, OH / Toledo Sports Arena *VFC Toledo (SV071) (Schoeps + DPA4022) (mafia + george wang)",MIX,FLAC,,
"10-3-2004 / Grand Rapids, MI / Delta Plex *VFC Grand Rapids (SV072) (Schoeps + DAB) (mafia + sullen)",MIX,FLAC,,
"10-3-2004 / Grand Rapids, MI / Delta Plex (Sony DCR-TRV22) (rw)",AUD,DVD,,
"10-3-2004 / Grand Rapids, MI / Delta Plex - MiniDV(M)",AUD,DVD,,
"10-5-2004 / St. Louis, MO / Fox Theatre - DAT(M) (DPA 4061s) (tapeworm48) / Pre-set source (Schoeps) (mafia)",AUD,FLAC,,
"10-5-2004 / St. Louis, MO / Fox Theatre *VFC St. Louis (SV073) (Schoeps + AKGs) (mafia + unk)",AUD,FLAC,,
"10-6-2004 / Asheville, NC / Asheville Civic Center *VFC Asheville (SV074) (DPA 4022) (george wang)",AUD,FLAC,,
"10-6-2004 / Asheville, NC / Asheville Civic Center (Master) (team dz)",AUD,DVD,,
"10-8-2004 / Kissimmee, FL / Silver Spurs Arena *VFC Kissimmee (SV075)  (pre-set DPA 4061s + main-set Schoeps ) (mafia)",AUD,FLAC,,
"10-8-2004 / Kissimmee, FL / Silver Spurs Arena - MiniDV(M) (team dz)",AUD,DVD,,
"10-11-2004 / Washington, D.C. / MCI Center *VFC Washington (SV076) (blg + leehro)",AUD,FLAC,,
"10-11-2004 / Washington, D.C. / MCI Center - TV(M) ",PRO #1,DVD,,
,,,,
[2005],,,,
"3-18-2005 / Seatlle, WA / Paramount Theatre (Northwest School Benefit) (MD)",AUD,FLAC,,
"3-18-2005 / Seatlle, WA / Paramount Theatre (Northwest School Benefit) (SS DSM6-P) (datfly)",AUD,FLAC,,
"3-18-2005 / Seatlle, WA / Paramount Theatre (Northwest School Benefit) - AUD(M)",AMT #1,DVD,,
"4-29-2005 / Seattle, WA / Easy Street Records: CIMS 10th Anniversary (unk) (remaster)",AUD,FLAC,,
"8-29-2005 / Missoula, MT / Adams Event Center (Montanans for Tester Fundraiser) (SP-CMC-4) (rainman)",AUD,FLAC,,
"8-29-2005 / Missoula, MT / Adams Event Center (Montanans for Tester Fundraiser) (Vault #8)",SBD,FLAC,Official Bootleg,
"9-1-2005 / George, WA / The Gorge",SBD,FLAC,Official Bootleg,North America Leg
"9-1-2005 / George, WA / The Gorge",AUD,DVD,,North America Leg
"9-2-2005 / Vancouver, BC / General Motors Place",SBD,FLAC,Official Bootleg,North America Leg
"9-4-2005 / Calgary, Alberta / Pengrowth Saddledome",SBD,FLAC,Official Bootleg,North America Leg
"9-5-2005 / Edmonton, Alberta / Rexall Place",SBD,FLAC,Official Bootleg,North America Leg
"9-7-2005 / Saskatoon, Saskatchewan / Credit Union Centre",SBD,FLAC,Official Bootleg,North America Leg
"9-8-2005 / Winnipeg, Manitoba / MTS Centre",SBD,FLAC,Official Bootleg,North America Leg
"9-9-2005 / Thunder Bay, Ontario / Fort William Gardens",SBD,FLAC,Official Bootleg,North America Leg
"9-11-2005 / Kitchener, Ontario / Memorial Auditorium",SBD,FLAC,Official Bootleg,North America Leg
"9-11-2005 / Kitchener, Ontario / Memorial Auditorium",AUD,DVD,,North America Leg
"9-12-2005 / London, Ontario / John Labatt Centre",SBD,FLAC,Official Bootleg,North America Leg
"9-13-2005 / Hamilton, Ontario / Copps Coliseum",SBD,FLAC,Official Bootleg,North America Leg
"9-15-2005 / Montreal, Quebec / Bell Centre",SBD,FLAC,Official Bootleg,North America Leg
"9-15-2005 / Montreal, Quebec / Bell Centre",AUD,DVD,,North America Leg
"9-16-2005 / Ottawa, Ontario / Corel Centre",SBD,FLAC,Official Bootleg,North America Leg
"9-19-2005 / Toronto, Canada / Air Canada Centre",SBD,FLAC,Official Bootleg,North America Leg
"9-20-2005 / Quebec, Canada / Colisee Pepsi Arena",SBD,FLAC,Official Bootleg,North America Leg
"9-22-2005 / Halifax, Nova Scotia, Canada / Metro Centre",SBD,FLAC,Official Bootleg,North America Leg
"9-22-2005 / Halifax, Nova Scotia, Canada / Metro Centre (inc)",AUD,DVD,,North America Leg
"9-24-2005 / St. John's Newfoundland, Canada / Mile One Stadium",SBD,FLAC,Official Bootleg,North America Leg
"9-25-2005 / St. John's Newfoundland, Canada / Mile One Stadium",SBD,FLAC,Official Bootleg,North America Leg
"9-28-2005 / Pittsburgh, PA / PNC Park (Canon ZR300)",AUD,FLAC,,
"9-28-2005 / Pittsburgh, PA / PNC Park - AUD(M)",AUD,DVD,,North America Leg
"9-30-2005 / Atlantic City, NJ / Borgata Events Center",SBD,FLAC,Official Bootleg,North America Leg
"10-1-2005 / Atlantic City, NJ / Borgata Events Center",SBD,FLAC,Official Bootleg,North America Leg
"10-3-2005 / Philadelphia, PA / Wachovia Center",SBD,FLAC,Official Bootleg,North America Leg
"10-3-2005 / Philadelphia, PA / Wachovia Center - AUD(M) (4 cam mix)",AUD,DVD,,North America Leg
"10-5-2005 / Chicago, IL / House of Blues - DAT(M) (MK4s)",AUD,FLAC,,
"11-22-2005 / Santiago, Chile / Estadio San Carlos de Apoquindo",SBD,FLAC,Official Bootleg,Latin America Leg
"11-22-2005 / Santiago, Chile / Estadio San Carlos de Apoquindo - AUD(M)",AUD,DVD,,Latin America Leg
"11-22-2005 / Santiago, Chile / Estadio San Carlos de Apoquindo (Master)",PRO,DVD,,Latin America Leg
"11-23-2005 / Santiago, Chile / Estadio San Carlos de Apoquindo",SBD,FLAC,Official Bootleg,Latin America Leg
"11-23-2005 / Santiago, Chile / Estadio San Carlos de Apoquindo",PRO,DVD,Official Bootleg,Latin America Leg
"11-25-2005 / Buenos Aires, Argentina / Ferrocarril Oeste Stadium",SBD,FLAC,Official Bootleg,Latin America Leg
"11-26-2005 / Buenos Aires, Argentina / Ferrocarril Oeste Stadium",SBD,FLAC,Official Bootleg,Latin America Leg
"11-26-2005 / Buenos Aires, Argentina / Ferrocarril Oeste Stadium (Master)",PRO,DVD,,Latin America Leg
"11-26-2005 / Buenos Aires, Argentina / Ferrocarril Oeste Stadium",PRO,DVD,,Latin America Leg
"11-28-2005 / Porto Alegre, Brazil / Gigantinho Gymnasium",SBD,FLAC,Official Bootleg,Latin America Leg
"11-28-2005 / Porto Alegre, Brazil / Gigantinho Gymnasium - AUD(M) (felipe delazzeri)",PRO,DVD,,Latin America Leg
"11-30-2005 / Curitiba, Brazil / Pedreira Paulo Leminski",SBD,FLAC,Official Bootleg,Latin America Leg
"11-30-2005 / Curitiba, Brazil / Pedreira Paulo Leminski",AUD,DVD,,Latin America Leg
"12-2-2005 / Sao Paulo, Brazil / Pacaembu",SBD,FLAC,Official Bootleg,Latin America Leg
"12-2-2005 / Sao Paulo, Brazil / Pacaembu - AUD(M)",AUD,DVD,,Latin America Leg
"12-3-2005 / Sao Paulo, Brazil / Pacaembu",SBD,FLAC,Official Bootleg,Latin America Leg
"12-3-2005 / Sao Paulo, Brazil / Pacaembu",TV,DVD,,Latin America Leg
"12-3-2005 / Sao Paulo, Brazil / Pacaembu - AUD(M)",AUD,DVD,,Latin America Leg
"12-4-2005 / Rio De Janeiro, Brazil / Apoteose",SBD,FLAC,Official Bootleg,Latin America Leg
"12-4-2005 / Rio De Janeiro, Brazil / Apoteose",AMT #1,DVD,,Latin America Leg
"12-7-2005 / Monterrey, Mexico / Auditorio Coca Cola",SBD,FLAC,Official Bootleg,Latin America Leg
"12-9-2005 / Mexico City, Mexico / Palacio de los Deportes",SBD,FLAC,Official Bootleg,Latin America Leg
"12-10-2005 / Mexico City, Mexico / Palacio de los Deportes",SBD,FLAC,Official Bootleg,Latin America Leg
"12-10-2005 / Mexico City, Mexico / Palacio de los Deportes - AUD(M)",AUD,DVD,,Latin America Leg
,,,,
[2006],,,,
"2-27-2006 / Seattle, WA / Sessions @ AOL (Studio X) (mam1680)",WEB,FLAC,,
"2-27-2006 / Seattle, WA / Sessions @ AOL (Studio X)",PRO,DVD,,
"4-5-2006 / Manhattan, NY / Ed Sullivan Theater - Late Show with David Letterman (leehro)",TV,FLAC,,
"4-5-2006 / Manhattan, NY / Ed Sullivan Theater - Late Show with David Letterman",PRO,DVD,,
"4-15-2006 / Manhattan, NY / NBC New York Studios / SNL (2 channel)",TV,FLAC,,
"4-15-2006 / Manhattan, NY / NBC New York Studios / SNL (6 channel)",TV,FLAC,,
"4-15-2006 / Manhattan, NY / NBC New York Studios / SNL",PRO,DVD,,
"4-20-2006 / London, UK / Astoria - DAT(M) (unk)",AUD,FLAC,,
"5-3-2006 / Maida Vale, London / BBC Maida Vale Studios (Radio 1 Broadcast)",FM,FLAC,,
"5-4-2006 / New York, NY / Ed Sullivan Theater (gvntofly1021)",WEB  ,FLAC,,
"5-5-2006 / New York, NY / Irving Plaza (Sony D8 DAT Walkman + CSB)",AUD,FLAC,,
"5-5-2006 / New York, NY / Irving Plaza (unk)",AUD,FLAC,,
"5-5-2006 / New York, NY / Irving Plaza",PRO,DVD,,
"5-6-2006 / White CIty, West London / BBC Television Centre - Later...with Jools Holland (BBC Two)",TV,FLAC,,
"5-9-2006 / Toronto, Canada / Air Canada Centre",SBD,FLAC,Official Bootleg,North America Leg 1
"5-10-2006 / Toronto, Canada / Air Canada Centre",SBD,FLAC,Official Bootleg,North America Leg 1
"5-12-2006 / Albany, NY / Pepsi Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"5-12-2006 / Albany, NY / Pepsi Arena (5 cam mix) - 4 MiniDV(M)",AUD,DVD,,North America Leg 1
"5-13-2006 / Hartford, CT / New England Dodge Music Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"5-16-2006 / Chicago, IL / United Center",SBD,FLAC,Official Bootleg,North America Leg 1
"5-16-2006 / Chicago, IL / United Center (release coalition) (Master) (inc)",AUD,DVD,,North America Leg 1
"5-17-2006 / Chicago, IL / United Center",SBD,FLAC,Official Bootleg,North America Leg 1
"5-17-2006 / Chicago, IL / United Center - MiniDV(M) (release coalition)",AUD,DVD,,North America Leg 1
"5-19-2006 / Grand Rapids, MI / Van Andel Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"5-19-2006 / Grand Rapids, MI / Van Andel Arena (2 cam mix) - MiniDV(M) (release coalition)",AUD,DVD,,North America Leg 1
"5-20-2006 / Cleveland, OH / Quicken Loans Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"5-(20+30)-2006 / Cleveland, OH / Quicken Loans Arena (inc) - AUD(M) ",AUD,DVD,,North America Leg 1
"5-22-2006 / Detroit, MI / Palace of Auburn Hills",SBD,FLAC,Official Bootleg,North America Leg 1
"5-24-2006 / Boston, MA / TD Banknorth Garden",SBD,FLAC,Official Bootleg,North America Leg 1
"5-24-2006 / Boston, MA / TD Banknorth Garden (2 cam mix) (release coalition)",AUD,DVD,,North America Leg 1
"5-25-2006 / Boston, MA / TD Banknorth Garden",SBD,FLAC,Official Bootleg,North America Leg 1
"5-27-2006 / Camden, NJ / Tweeter Waterfront",SBD,FLAC,Official Bootleg,North America Leg 1
"5-28-2006 / Camden, NJ / Tweeter Waterfront",SBD,FLAC,Official Bootleg,North America Leg 1
"5-28-2006 / Camden, NJ / Tweeter Waterfront - AUD(M)",AMT #1,DVD,,North America Leg 1
"5-30-2006 / Washington, D.C. / MCI Center",SBD,FLAC,Official Bootleg,North America Leg 1
"5-31-2006 / New York, NY / The Avalon  (MHD) ",TV,FLAC,,
"5-31-2006 / New York, NY / The Avalon *VH1 Storytellers",TV,MKV,,
"6-1-2006 / East Rutherford, NJ / Continental Airlines Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"6-1-2006 / East Rutherford, NJ / Continental Airlines Arena (release coalition) - AUD(M)",AUD,DVD,,North America Leg 1
"6-3-2006 / East Rutherford, NJ / Continental Airlines Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"6-3-2006 / East Rutherford, NJ / Continental Airlines Arena (release coalition) - MiniDV(M)",AUD,DVD,,North America Leg 1
"6-23-2006 / Pittsburgh, PA / Mellon Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"6-23-2006 / Pittsburgh, PA / Mellon Arena - DV(M) (release coalition)",AUD,DVD,,North America Leg 1
"6-24-2006 / Cincinnati, OH / US Bank Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"6-24-2006 / Cincinnati, OH / US Bank Arena (5 cam mix) - MiniDV(M)",AUD,DVD,,North America Leg 1
"6-26-2006 / Saint Paul, MN / Xcel Energy Center",SBD,FLAC,Official Bootleg,North America Leg 1
"6-27-2006 / Saint Paul, MN / Xcel Energy Center",SBD,FLAC,Official Bootleg,North America Leg 1
"6-27-2006 / Saint Paul, MN / Xcel Energy Center - DV(M) (team dz)",AUD,DVD,,North America Leg 1
"6-29-2006 / Milwaukee, WI / Marcus Amphitheatre",SBD,FLAC,Official Bootleg,North America Leg 1
"6-30-2006 / Milwaukee, WI / Marcus Amphitheatre",SBD,FLAC,Official Bootleg,North America Leg 1
"7-2-2006 / Denver, CO / Pepsi Center",SBD,FLAC,Official Bootleg,North America Leg 1
"7-2-2006 / Denver, CO / Pepsi Center - MiniDV(M) (Sony HC21)",AUD,DVD,,North America Leg 1
"7-3-2006 / Denver, CO / Pepsi Center",SBD,FLAC,Official Bootleg,North America Leg 1
"7-3-2006 / Denver, CO / Pepsi Center - MiniDV(M) (release coalition) (Sony HC21)",AUD,DVD,,North America Leg 1
"7-6-2006 / Las Vegas, NV / MGM Grande",SBD,FLAC,Official Bootleg,North America Leg 1
"7-6-2006 / Las Vegas, NV / MGM Grande - MiniDV(M) (2 cam mix)",AUD,DVD,,North America Leg 1
"7-7-2006 / San Diego, CA / Cox Arena",SBD,FLAC,Official Bootleg,North America Leg 1
"7-9-2006 / Inglewood, CA / The Forum",SBD,FLAC,Official Bootleg,North America Leg 1
"7-9-2006 / Inglewood, CA / The Forum - MiniDV(M) (3 cam mix)",AUD,DVD,,North America Leg 1
"7-10-2006 / Inglewood, CA / The Forum",SBD,FLAC,Official Bootleg,North America Leg 1
"7-12-2006 / Hollywood, CA / Henry Fonda Theatre (Schoeps MK4s) ",AUD,FLAC,,
